【共通】決済品目,【共通】取引ID,【共通】取引日時,【共通】決済会社コード,【共通】決済会社名,【共通】ステータス,【共通】金額,【共通】取引結果,【共通】結果コード,【共通】備考,【共通】会員ID,【共通】取引メモ1,【共通】取引メモ2,【共通】取引メモ3,【共通】FreeKey,【銀行】収納機関番号,【銀行】お客様番号,【銀行】確認番号,【銀行】氏名(姓),【銀行】支払金融機関コード,【銀行】支払金融機関名,【銀行】支払金融機関店舗コード,【銀行】支払期限,【銀行】請求内容(漢字),【銀行】請求内容(カナ),【銀行】入金日,【銀行】印紙税,【銀行】備考,【銀行】請求番号
bank,PRE_AB10000089CA-丙オカXB26-10089-00-XB_1,2026/6/29 21:44,TEST01,サンプル決済会社,支払済,50000,success,0000,テスト,,,,,,00000000,00000000000000000000,000000,申込者姓,0009,サンプル銀行,000,20260828,架空品目,カクウヒンモク,2.02604E+11,0,,TESTBILL0089
bank,PRE_AB10000090EA-甲アイXC26-10090-00-XC_1,2026/4/1 21:44,TEST01,サンプル決済会社,支払済,10000,success,0000,テスト,,,,,,00000000,00000000000000000000,000000,申込者姓,0001,サンプル銀行,000,20260531,架空品目,カクウヒンモク,2.02604E+11,0,,TESTBILL0090
bank,PRE_PRE_AB10000091CF-乙ウエXD26-10091-00-XD_1,2026/4/2 21:44,TEST01,サンプル決済会社,支払済,20000,success,0000,テスト,,,,,,00000000,00000000000000000000,000000,申込者姓,0002,サンプル銀行,000,20260601,架空品目,カクウヒンモク,2.02604E+11,0,,TESTBILL0091
bank,PRE_AB10000092GA-丙オカXE26-10092-00-XE_1,2026/4/3 21:44,TEST01,サンプル決済会社,支払済,30000,success,0000,テスト,,,,,,00000000,00000000000000000000,000000,申込者姓,0003,サンプル銀行,000,20260602,架空品目,カクウヒンモク,2.02604E+11,0,,TESTBILL0092
bank,PRE_AB10000093MA-甲アイXF26-10093-00-XF_1,2026/4/4 21:44,TEST01,サンプル決済会社,支払済,40000,success,0000,テスト,,,,,,00000000,00000000000000000000,000000,申込者姓,0004,サンプル銀行,000,20260603,架空品目,カクウヒンモク,2.02604E+11,0,,TESTBILL0093
bank,PRE_AB10000094KA-乙ウエXG26-10094-00-XG_1,2026/4/5 21:44,TEST01,サンプル決済会社,支払済,50000,success,0000,テスト,,,,,,00000000,00000000000000000000,000000,申込者姓,0005,サンプル銀行,000,20260604,架空品目,カクウヒンモク,2.02604E+11,0,,TESTBILL0094
bank,PRE_AB10000095CD-丙オカXH26-10095-00-XH_1,2026/4/6 21:44,TEST01,サンプル決済会社,支払済,10000,success,0000,テスト,,,,,,00000000,00000000000000000000,000000,申込者姓,0006,サンプル銀行,000,20260605,架空品目,カクウヒンモク,2.02604E+11,0,,TESTBILL0095
bank,PRE_AB10000096FA-甲アイXA26-10096-00-XA_1,2026/4/7 21:44,TEST01,サンプル決済会社,支払済,20000,success,0000,テスト,,,,,,00000000,00000000000000000000,000000,申込者姓,0007,サンプル銀行,000,20260606,架空品目,カクウヒンモク,2.02604E+11,0,,TESTBILL0096
bank,PRE_AB10000097CA-乙ウエXB26-10097-00-XB_1,2026/4/8 21:44,TEST01,サンプル決済会社,支払済,30000,success,0000,テスト,,,,,,00000000,00000000000000000000,000000,申込者姓,0008,サンプル銀行,000,20260607,架空品目,カクウヒンモク,2.02604E+11,0,,TESTBILL0097
bank,PRE_PRE_AB10000098EA-丙オカXC26-10098-00-XC_1,2026/4/9 21:44,TEST01,サンプル決済会社,支払済,40000,success,0000,テスト,,,,,,00000000,00000000000000000000,000000,申込者姓,0009,サンプル銀行,000,20260608,架空品目,カクウヒンモク,2.02604E+11,0,,TESTBILL0098
bank,PRE_AB10000099CF-甲アイXD26-10099-00-XD_1,2026/4/10 21:44,TEST01,サンプル決済会社,支払済,50000,success,0000,テスト,,,,,,00000000,00000000000000000000,000000,申込者姓,0001,サンプル銀行,000,20260609,架空品目,カクウヒンモク,2.02604E+11,0,,TESTBILL0099
bank,PRE_AB10000100GA-乙ウエXE26-10100-00-XE_1,2026/4/11 21:44,TEST01,サンプル決済会社,支払済,10000,success,0000,テスト,,,,,,00000000,00000000000000000000,000000,申込者姓,0002,サンプル銀行,000,20260610,架空品目,カクウヒンモク,2.02604E+11,0,,TESTBILL0100
